title,price,is_both_ways,travel_dates,miles,routing,travel_info,posting_date
"United - $712: Portland - Taipei, Taiwan. Roundtrip, including all Taxes",712,0,"/January 16th, 2015 - January 31st, 2015",14000,PDX - SFO (San Francisco) - TPE (Taipei) - SFO - PDX,"<li>Valid for travel on the outbound from January 16th, 2015 - January 31st, 2015 for Monday through Thursday departures. Must purchase at least 3 days in advance of departure</li>",13 Dec 2014,United
"British Airways - $769: Los Angeles - Beirut, Lebanon. Roundtrip, including all Taxes",769,0,"/January 10th, 2015 - March 31st, 2015",15202,LAX - LHR (London) - BEY (Beirut) - LHR - LAX,"<li>Valid for travel on the outbound from January 10th, 2015 - March 31st, 2015. Must purchase at least 7 days in advance of departure</li>",13 Dec 2014,British Airways
"Delta - $673 - $899: Selected Cities - Nairobi, Kenya. Roundtrip, including all Taxes",673,0,"/January 12th, 2015 - March 26th, 2015",15556,JFK - AMS (Amsterdam) - NBO (Nairobi) - AMS - JFK,"<li>Valid for travel on the outbound from January 12th, 2015 - March 26th, 2015. Must purchase by December 10th (TODAY)</li>",10 Dec 2014,Delta
"American - $207: Washington D.C. - Phoenix (and vice versa). Roundtrip, including all Taxes",207,1,"/January - early February, 2015",4098,PHX (Phoenix) - DFW (Dallas) - DCA - DFW - PHX (Phoenix)/DCA - DFW (Dallas) - PHX (Phoenix) - DFW - DCA,"<li>Valid for travel for travel from January - early February, 2015. Blackout during the holidays. Must purchase at least 21 days in advance of departure</li>",11 Dec 2014,American
"American / jetBlue / Virgin America - $238: New York - Las Vegas (and vice versa). Roundtrip, including all Taxes",238,1,"/January, 2015 - February 11th, 2015",4456,LAS (Las Vegas) - JFK - LAS (Las Vegas)/JFK - LAS (Las Vegas) - JFK,"<li>Valid for travel from January, 2015 - February 11th, 2015 for Monday, Tuesday, Wednesday, Thursday and Saturday departures. Must purchase at least 14 days in advance of departure.</li>",11 Dec 2014,American / jetBlue / Virgin America
"American / US Airways - $96: Dallas - Phoenix (and vice versa). Roundtrip, including all Taxes",96,1,"/January - February 12th, 2015",1744,PHX (Phoenix) - DFW - PHX (Phoenix)/DFW - PHX (Phoenix) - DFW,"<li>Valid for travel from January - February 12th, 2015. Must purchase at least 14 days in advance of departure</li>",11 Dec 2014,American / US Airways
"United - $598: San Francisco - Taipei, Taiwan. Roundtrip, including all Taxes",598,0,"/January 16th, 2015 - January 31st, 2015",12900,SFO - TPE (Taipei) - SFO,"<li>Valid for travel on the outbound from January 16th, 2015 - January 31st, 2015 for Monday through Thursday departures. Must purchase at least 3 days in advance of departure</li>",11 Dec 2014,United
"American - $794: Chicago - Heraklion, Crete, Greece. Roundtrip, including all Taxes",794,0,"/March 27th - May 15th, 2015/August 23rd, 2015 - October 31st, 2015",13089,ORD - DFW (Dallas) - LHR (London - Heathrow) // LGW (London - Gatwick) - HER (Heraklion) - ATH (Athens) - PHL (Philadelphia) - ORD,"<li>Valid for travel on the outbound from March 27th - May 15th, 2015 or August 23rd, 2015 - October 31st, 2015. Must purchase at least 3 days in advance of departure</li>",11 Dec 2014,American
"jetBlue - $363: Seattle - San Juan, Puerto Rico. Roundtrip, including all Taxes",363,0,"/January, 2015 - early June, 2015",8334,SEA - BOS (Boston) - SJU (San Juan) - BOS - SEA,"<li>Valid for travel from January, 2015 - early June, 2015. Must purchase at least 21 days in advance of departure</li>",11 Dec 2014,jetBlue
"United - $787: Los Angeles - Tel Aviv, Israel. Roundtrip, including all Taxes",787,0,"/January 10th, 2015 - March 10th, 2015",16242,LAX - EWR (Newark) - TLV (Tel Aviv) - EWR - LAX,"<li>Valid for travel on the outbound from January 10th, 2015 - March 10th, 2015. Must purchase at least 3 days in advance of departure</li>",11 Dec 2014,United
"United / Delta - $706: Newark / New York - Taipei, Taiwan. Roundtrip, including all Taxes",706,0,"/January 6th, 2015 - May 20th, 2015/August 20th, 2015 - November 30th, 2015",16134,EWR - NRT (Tokyo) - TPE (Taipei) - NRT - EWR,"<li><strong>United:</strong> Valid for travel on the outbound from January 6th, 2015 - May 20th, 2015 or August 20th, 2015 - November 30th, 2015. Must purchase at least 3 days in advance of departure.</li>",12 Dec 2014,United / Delta
"American - $990: Miami - Hong Kong. Roundtrip, including all Taxes",990,0,"/January 11th, 2015 - January 22nd, 2015/January 19th, 2015 - January 30th, 2015",18460,MIA - DFW (Dallas) - HKG (Hong Kong) - DFW - MIA,"<li>Valid for travel on the outbound from January 11th, 2015 - January 22nd, 2015 and returns from January 19th, 2015 - January 30th, 2015 for Monday through Thursday departures. Must purchase at least 3 days in advance of departure</li>",11 Dec 2014,American
"Delta - $233: Miami - Phoenix (and vice versa). Roundtrip, including all Taxes",233,1,"/January, 2015 - May, 2015",4356,PHX (Phoenix) - ATL (Atlanta) - MIA - ATL - PHX (Phoenix)/MIA - ATL (Atlanta) - PHX (Phoenix) - ATL - MIA,"<li>Valid for travel from January, 2015 - May, 2015. Must purchase at least 21 days in advance of departure</li>",12 Dec 2014,Delta
"United - $652: San Francisco - Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes",652,0,"/January 5th, 2015 - February 10th, 2015",15668,SFO - HKG (Hong Kong) - SGN (Ho Chi Minh City) - HKG - SFO,"<li>Valid for travel on the outbound from January 5th, 2015 - February 10th, 2015 for Monday through Thursday departures. Availability is extremely limited. Must purchase at least 3 days in advance of departure</li>",12 Dec 2014,United
"Delta - $706: Seattle - Taipei, Taiwan. Roundtrip, including all Taxes",706,0,"/January 6th, 2015 - May 20th, 2015/August 20th, 2015 - November 30th, 2015",12210,SEA - NRT (Tokyo) - TPE (Taipei) - NRT - SEA,"<li>Valid for travel on the outbound from January 6th, 2015 - May 20th, 2015 or August 20th, 2015 - November 30th, 2015. Must purchase at least 3 days in advance of departure</li>",12 Dec 2014,Delta
"United - $835: Philadelphia - Dubai, United Arab Emirates. Roundtrip, including all Taxes",835,0,"/January 10th, 2015 - March 31st, 2015",14368,PHL - IAD (Washington D,"<li>Valid for travel on the outbound from January 10th, 2015 - March 31st, 2015. Must purchase at least 3 days in advance of departure</li>",12 Dec 2014,United
"United - $799: Los Angeles - Thessaloniki, Greece. Roundtrip, including all Taxes",799,0,"/January 10th, 2015 - March 26th, 2015",14625,LAX - IAH (Houston) - MUC (Munich) - SKG (Thessaloniki) - MUC - ORD (Chicago) - LAX,"<li>Valid for travel on the outbound from January 10th, 2015 - March 26th, 2015. Must purchase at least 7 days in advance of departure</li>",12 Dec 2014,United
"Delta - $656: Los Angeles - Taipei, Taiwan. Roundtrip, including all Taxes",656,0,"/January 6th, 2015 - May 20th, 2015/August 20th, 2015 - November 30th, 2015",13576,LAX - NRT (Tokyo) - TPE (Taipei) - NRT - LAX,"<li>Valid for travel on the outbound from January 6th, 2015 - May 20th, 2015 or August 20th, 2015 - November 30th, 2015 for Monday through Thursday departures. Must purchase at least 3 days in advance of departure</li>",09 Dec 2014,Delta
"United - $935: Portland - Bangkok, Thailand. Roundtrip, including all Taxes",935,0,"/late February, 2015 - April 30th, 2015",17090,PDX - SFO (San Francisco) - NRT (Tokyo) - BKK (Bangkok) - NRT - SFO - PDX,"<li>Valid for travel on the outbound from late February, 2015 - April 30th, 2015 for Monday through Thursday departures. Must purchase at least 7 days in advance of departure</li>",09 Dec 2014,United
"Virgin America - $96: Washington D.C. - Dallas (and vice versa). Roundtrip, including all Taxes",96,1,"/Dec 10 2014 - February 10th, 2015",2354,Love Field) - DAL (Dallas - DCA - Love Field)/DCA - DAL (Dallas - Love Field) - DCA,"<li>Valid for travel until February 10th, 2015 for Monday, Tuesday, Wednesday, Thursday, and Saturday departures. Must purchase at least 21 days in advance of departure</li>",10 Dec 2014,Virgin America
"Delta - $762: New York / Washington D.C. - Johannesburg, South Africa. Roundtrip, including all Taxes",762,0,"/January 19th, 2015 - March 10th, 2015",18390,LGA - ATL (Atlanta) - JNB (Johannesburg) - ATL - LGA,"<li>Valid for travel on the outbound from January 19th, 2015 - March 10th, 2015. Must purchase at least 10 days in advance of departure</li>",10 Dec 2014,Delta
"American - $452: San Francisco - Medellin, Colombia. Roundtrip, including all Taxes",452,0,"/January, 2015 - November, 2015",7942,SFO - MIA (Miami) - MDE (Medellin) - MIA - SFO,"<li>Valid for travel from January, 2015 - November, 2015 for Monday through Thursday departures. Must purchase at least 28 day in advance of departure</li>",10 Dec 2014,American
"Delta - $894: Miami / Dallas - Johannesburg, South Africa. Roundtrip, including all Taxes",894,0,"/January 10th, 2015 - March 31st, 2015",18058,MIA - ATL (Atlanta) - JNB (Johannesburg) - ATL - MIA,"<li>Valid for travel on the outbound from January 10th, 2015 - March 31st, 2015. Must purchase at least 7 days in advance of departure and by December 10th (TODAY)</li>",10 Dec 2014,Delta
"United / Delta - $390: Boston - Vancouver, Canada. Roundtrip, including all Taxes",390,0,"/Dec 10 2014 - May, 2015",6992,BOS - SFO (San Francisco) - YVR (Vancouver) - SFO - BOS,"<li>Valid for travel until May, 2015. Must purchase at least 21 days in advance of departure</li>",10 Dec 2014,United / Delta
"US Airways - $146: Philadelphia - Las Vegas (and vice versa). Roundtrip, including all Taxes",146,1,"/January, 2015 - February 10th, 2015",4332,LAS (Las Vegas)- PHL - PHL/PHL - LAS (Las Vegas)- PHL,"<li>Valid for travel from January, 2015 - February 10th, 2015. Must purchase at least 7 days in advance of departure</li>",10 Dec 2014,US Airways
"Delta - $215: Los Angeles - Billings, Montana (and vice versa). Roundtrip, including all Taxes",215,1,"/Dec 10 2014 - November, 2015",4560,BIL (Billings) - MSP (Minneapolis) - LAX - MSP - BIL (Billings)/LAX - MSP (Minneapolis) - BIL (Billings) - MSP - LAX,"<li>Valid for travel until November, 2015. Must purchase at least 21 days in advance of departure</li>",10 Dec 2014,Delta
"US Airways - $204: Phoenix - Cleveland (and vice versa). Roundtrip, including all Taxes",204,1,"/January, 2015",3468,CLE (Cleveland) - PHX - CLE (Cleveland)/PHX - CLE (Cleveland) - PHX,"<li>Valid for travel in January, 2015 for Monday, Thursday, Friday and Sunday departures. Must purchase at least 21 days in advance of departure</li>",10 Dec 2014,US Airways
"United / Alaska - $288: San Francisco / Los Angeles - Cabo San Lucas, Mexico. Roundtrip, including all Taxes",288,0,"/January 6th, 2015 - March 4th, 2015",5292,SFO - IAH (Houston) - SJD (Cabo San Lucas) - IAH - SFO,"<li>Valid for travel from January 6th, 2015 - March 4th, 2015. Must purchase by December 8th (TODAY)</li>",08 Dec 2014,United / Alaska
"American / United - $599: Boston - Honolulu, Hawaii (and vice versa). Roundtrip, including all Taxes",599,1,"/Dec 08 2014 - March 18th, 2015",10680,HNL (Honolulu) - DFW (Dallas) - BOS - DFW - HNL (Honolulu)/BOS - DFW (Dallas) - HNL (Honolulu) - DFW - BOS,"<li>Valid for travel until March 18th, 2015. Blackout during the holidays. Must purchase at least 7 days in advance of departure</li>",08 Dec 2014,American / United
"All Nippon Airways / United - $698: Los Angeles - Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes",698,0,"/April, 2015",16316,LAX - NRT (Tokyo) - SGN (Ho Chi Minh City) - NRT - LAX,"<li>Valid for travel on the outbound in April, 2015. Must purchase at least 3 days in advance of departure</li>",08 Dec 2014,All Nippon Airways / United
"Delta / United - $899: Seattle - Dubai, United Arab Emirates. Roundtrip, including all Taxes",899,0,"/January 10th, 2015 - March 31st, 2015",19544,SEA - ATL (Atlanta) - DXB (Dubai) - ATL - SEA,"<li>Valid for travel on the outbound from January 10th, 2015 - March 31st, 2015. Must purchase at least 7 days in advance of departure</li>",08 Dec 2014,Delta / United
"American - $301: Washington D.C. - San Francisco (and vice versa). Roundtrip, including all Taxes",301,1,"/January 6th, 2015 - February 11th, 2015",5290,SFO (San Francisco) - DFW (Dallas) - DCA - DFW - SFO (San Francisco)/DCA - DFW (Dallas) - SFO (San Francisco) - DFW - DCA,"<li>Valid for travel from January 6th, 2015 - February 11th, 2015 for Tuesday, Wednesday and Saturday departures. Availability is limited. Must purchase at least 21 days in advance of departure</li>",09 Dec 2014,American
"United - $211: Washington D.C. - Ontario, California (and vice versa). Roundtrip, including all Taxes",211,1,"/January 6th, 2015 - March 11th, 2015",5072,ONT (Ontario) - SFO (San Francisco) - IAD - DEN (Denver) - ONT (Ontario)/IAD - SFO (San Francisco) - ONT (Ontario) - DEN (Denver) - IAD,"<li>Valid for travel from January 6th, 2015 - March 11th, 2015 for Tuesday, Wednesday and Saturday departures. Must purchase at least 14 days in advance of departure</li>",06 Dec 2014,United
"jetBlue - $298: New York - Sacramento, California (and vice versa). Roundtrip, including all Taxes",298,1,"/January 6th, 2015 - February 11th, 2015",5012,SMF (Sacramento) - JFK - SMF (Sacramento)/JFK - SMF (Sacramento) - JFK,"<li>Valid for travel on the outbound from January 6th, 2015 - February 11th, 2015. Must purchase at least 14 days in advance of departure</li>",06 Dec 2014,jetBlue
"United - $742: Miami - Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes",742,0,"/January/January 12th, 2015 - April 30th, 2015",19918,MIA - EWR (Newark) - HKG (Hong Kong) - SGN (Ho Chi Minh City) - HKG - EWR - MIA,"<li>Valid for travel on the outbound from January 12th, 2015 - April 30th, 2015 for Monday through Thursday departures. Blackout outbound dates in January, all of February and parts of March. Must purchase at least 7 days in advance of departure</li>",06 Dec 2014,United
"United - $282: San Francisco - West Palm Beach, Florida (and vice versa). Roundtrip, including all Taxes",282,1,"/January, 2015 - February 11th, 2015",5182,PBI (West Palm Beach) - IAH (Houston) - SFO - IAH - PBI (West Palm Beach)/SFO - IAH (Houston) - PBI (West Palm Beach) - IAH - SFO,"<li>Valid for travel on the outbound from January, 2015 - February 11th, 2015. Must purchase at least 21 days in advance of departure</li>",06 Dec 2014,United
"Air Canada - $705: Portland - Hong Kong. Roundtrip, including all Taxes",705,0,"/January 9th, 2015 - February 22nd, 2015/March 1st, 2015 - April 30th, 2015",13268,PDX - YVR (Vancouver) - HKG (Hong Kong) - YVR - PDX,"<li>Valid for travel on the outbound from January 9th, 2015 - February 22nd, 2015 or March 1st, 2015 - April 30th, 2015. Must purchase at least 3 days in advance of departure</li>",06 Dec 2014,Air Canada
"British Airways - $995: Phoenix - Dubai, United Arab Emirates. Roundtrip, including all Taxes",995,0,"/January 10th, 2015 - March 31st, 2015",17348,PHX - LHR (London) - DXB (Dubai) - LHR - PHX,"<li>Valid for travel on the outbound January 10th, 2015 - March 31st, 2015. Must purchase at least 7 days in advance of departure</li>",06 Dec 2014,British Airways
"United - $267: Los Angeles - Charleston, South Carolina (and vice versa). Roundtrip, including all Taxes",267,1,"/January 6th, 2015 - March 11th, 2015",5476,IAD (Washington D - LAX/LAX - IAD (Washington D,"<li>Valid for travel from January 6th, 2015 - March 11th, 2015 for Tuesday and Wednesday departures. Must purchase at least 21 days in advance of departure</li>",06 Dec 2014,United
"United - $233: Philadelphia - Eugene, Oregon (and vice versa). Roundtrip, including all Taxes",233,1,"/January 6th, 2105 - March 11th, 2015",5936,EUG (Eugene) - SFO (San Francisco) - PHL - SFO - EUG (Eugene)/PHL - SFO (San Francisco) - EUG (Eugene) - SFO - PHL ,"<li>Valid for travel from January 6th, 2105 - March 11th, 2015 for Tuesday, Wednesday and Saturday departures. Must purchase at least 14 days in advance of departure</li>",06 Dec 2014,United
"United - $210: Baltimore - Santa Ana (Orange County), California (and vice versa). Roundtrip, including all Taxes",210,1,"/January 6th, 2015 - March 11th, 2015",5180,SNA (Santa Ana) - IAH (Houston) - BWI - IAH - SNA (Santa Ana)/BWI - IAH (Houston) - SNA (Santa Ana) - IAH - BWI,"<li>Valid for travel from January 6th, 2015 - March 11th, 2015 for Tuesday, Wednesday and Saturday departures. Must purchase at least 14 days in advance of departure</li>",07 Dec 2014,United
"United - $767: Miami - Bali, Indonesia. Roundtrip, including all Taxes",767,0,"/January 10th, 2015 - April 15th, 2015",23122,MIA - ORD (Chicago) - HKG (Hong Kong) - SIN (Singapore) - DPS (Bali - Denpasar) - SIN - HKG - ORD - MIA,"<li>Valid for travel on the outbound from January 10th, 2015 - April 15th, 2015 for Monday through Thursday departures. Must purchase at least 3 days in advance of departure</li>",07 Dec 2014,United
"American - $321: San Francisco / Los Angeles / Boston / New York / Dallas - San Pedro Sula / Tegucigalpa, Honduras. Roundtrip, including all Taxes",321,0,"/Dec 07 2014 - January 31st, 2015",6904,SFO - MIA (Miami) - SAP (San Pedro Sula) - MIA - SFO,"<li>Valid for travel until January 31st, 2015 for Monday through Thursday departures. Availability in 2014 is limited. Must purchase at least 1 day in advance of departure and by December 7th (TODAY)</li>",07 Dec 2014,American
"Delta - $1,122: Phoenix - Johannesburg, South Africa. Roundtrip, including all Taxes",1,0,"/January 10th, 2015 - March 31st, 2015",20026,PHX - ATL (Atlanta) - JNB (Johannesburg) - ATL - PHX,"<li>Valid for travel on the outbound from January 10th, 2015 - March 31st, 2015. Must purchase at least 7 days in advance of departure</li>",07 Dec 2014,Delta
"United - $779: Portland - Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes",779,0,"/January/January 12th, 2015 - April 30th, 2015",16776,PDX - SFO (San Francisco) - HKG (Hong Kong) - SGN (Ho Chi Minh City) - HKG - SFO - PDX,"<li>Valid for travel on the outbound from January 12th, 2015 - April 30th, 2015 for Monday through Thursday departures. Blackout outbound dates in January, all of February and parts of March. Must purchase at least 7 days in advance of departure</li>",07 Dec 2014,United
"American - $367: Los Angeles / San Francisco / New York / Boston / Dallas - Managua, Nicaragua. Roundtrip, including all Taxes",367,0,"/Dec 07 2014 - January 31st, 2015",6720,LAX - MIA (Miami) - MGA (Managua) - MIA - LAX,"<li>Valid for travel until January 31st, 2015 for Monday through Thursday departures. Limited availability in 2014. Must purchase at least 1 day in advance of departure and by December 7th (TODAY)</li>",07 Dec 2014,American
"Alaska / United - $273: Philadelphia - Spokane, Washington (and vice versa). Roundtrip, including all Taxes",273,1,"/January 6th, 2105 - March 11th, 2015",5186,GEG (Spokane) - SEA (Seattle) - PHL - SEA - GEG (Spokane)/PHL - SEA (Seattle) - GEG (Spokane) - SEA - PHL ,"<li>Valid for travel from January 6th, 2105 - March 11th, 2015 for Tuesday, Wednesday and Saturday departures. Must purchase at least 14 days in advance of departure</li>",07 Dec 2014,Alaska / United
"United - $642: Seattle - Copenhagen, Denmark. Roundtrip, including all Taxes",642,0,"/January 7th, 2015 - March 27th, 2015",13312,SEA - IAH (Houston) - YYZ (Toronto) - CPH (Copenhagen) - YYZ - DEN (Denver)- SEA,"<li>Valid for travel on the outbound from January 7th, 2015 - March 27th, 2015. Must purchase at least 3 days in advance of departure</li>",04 Dec 2014,United
"Delta - $335: Los Angeles - Anchorage, Alaska (and vice versa). Roundtrip, including all Taxes",335,1,"/January 6th, 2015 - March 11th, 2015",6447,ANC (Anchorage) - SEA (Seattle) - LAX - MSP (Minneapolis) - ANC (Anchorage)/LAX - SEA (Seattle) - ANC (Anchorage) - MSP (Minneapolis) - LAX,"<li>Valid for travel from January 6th, 2015 - March 11th, 2015. Must purchase at least 14 days in advance of departure</li>",04 Dec 2014,Delta
"United / Delta - $590: Los Angeles - Hong Kong. Roundtrip, including all Taxes",590,0,"/January 9th, 2015 - April 30th, 2015",14508,LAX - SFO (San Francisco) - HKG (Hong Kong) - SFO - LAX,"<li><strong>Delta:</strong> Valid for travel on the outbound from January 9th, 2015 - April 30th, 2015. Must purchase at least 45 days in advance of departure</li>",04 Dec 2014,United / Delta
"United - $759: Washington D.C. - Bali, Indonesia. Roundtrip, including all Taxes",759,0,"/January 5th, 2015 - March 25th, 2015",21276,IAD - NRT (Tokyo) - SIN (Singapore) - DPS (Bali - Denpasar) - SIN - NRT - IAD,"<li>Valid for travel on the outbound from January 5th, 2015 - March 25th, 2015 for Monday through Thursday departures with a 7 day stay minimum. Must purchase at least 3 days in advance of departure</li>",05 Dec 2014,United
"Alaska Air - $256: Newark - Seattle (and vice versa). Roundtrip, including all Taxes",256,1,"/January 6th, 2015 - March 11th, 2015",4788,SEA (Seattle) - EWR - SEA (Seattle)/EWR - SEA (Seattle) - EWR,"<li>Valid for travel on the outbound from January 6th, 2015 - March 11th, 2015 for Tuesday, Wednesday and Saturday departures. Must purchase at least 14 days in advance of departure</li>",05 Dec 2014,Alaska Air
"United - $767: Miami / Dallas / St. Louis - Osaka, Japan. Roundtrip, including all Taxes",767,0,"/January, 2015 - April 30th, 2015",15510,MIA - ORD (Chicago) - NRT (Tokyo) - ITM (Osaka) - NRT - ORD - MIA,"<li>Valid for travel on the outbound from January, 2015 - April 30th, 2015 for Monday - Thursday departures. Must purchase at least 3 days in advance of departure</li>",05 Dec 2014,United
"Delta - $847: San Francisco - Dubai, United Arab Emirates. Roundtrip, including all Taxes",847,0,"/January 10th, 2015 - March 31st, 2015",19458,SFO - ATL (Atlanta) - DXB (Dubai) - ATL - SFO,"<li>Valid for travel on the outbound January 10th, 2015 - March 31st, 2015. Must purchase at least 7 days in advance of departure</li>",05 Dec 2014,Delta
"United - $702: Phoenix - Hong Kong. Roundtrip, including all Taxes",702,0,"/January 7th, 2015 - April 30th, 2015",15248,PHX - LAX (Los Angeles) - SFO (San Francisco) - HKG (Hong Kong) - SFO - LAX - PHX,"<li>Valid for travel on the outbound from January 7th, 2015 - April 30th, 2015 for Monday through Thursday departures. Must purchase at least 3 days in advance of departure</li>",05 Dec 2014,United
"American - $364: Boston / Chicago / Dallas - San Salvador, El Salvador. Roundtrip, including all Taxes",364,0,"/January, 2015",5950,BOS - DFW (Dallas) - SAL (San Salvador) - DFW - BOS,"<li>Valid for travel in January, 2015. Availability is limited. Must purchase at least 7 days in advance of departure</li>",05 Dec 2014,American
"United - $818: Los Angeles - Singapore. Roundtrip, including all Taxes",818,0,"/January 10th, 2015 - March 31st, 2015",17540,LAX - NRT (Tokyo) - SIN (Singapore) - NRT - SFO - LAX,"<li>Valid for travel on the outbound from January 10th, 2015 - March 31st, 2015 for Monday through Thursday departures. Must purchase at least 3 days in advance of departure</li>",05 Dec 2014,United
"United - $730: Seattle - Hong Kong. Roundtrip, including all Taxes",730,0,"/January 7th, 2015 - April 30th, 2015",15188,SEA - SFO (San Francisco) - HKG (Hong Kong) - SFO - SEA,"<li>Valid for travel on the outbound from January 7th, 2015 - April 30th, 2015 for Monday through Thursday departures. Must purchase at least 3 days in advance of departure</li>",03 Dec 2014,United
"American - $357: Los Angeles - St. Croix, US Virgin Islands. Roundtrip, including all Taxes",357,0,"/January 7th, 2015 - March 26th, 2015",6960,LAX - MIA (Miami) - STX (St,"<li>Valid for travel from January 7th, 2015 - March 26th, 2015. Must purchase at least 21 days in advance of departure</li>",03 Dec 2014,American
"The Shorthaul - United / jetBlue - $66: Washington D.C. - Hartford, Connecticut (and vice versa). Roundtrip, including all Taxes",66,1,"/January, 2015 - early June, 2015",638,BDL (Hartford) - IAD - BDL (Hartford)/IAD - BDL (Hartford) - IAD,"<li><strong>United:</strong> Valid for travel from January, 2015 - early June, 2015 for Monday, Tuesday, Wednesday, Thursday and Saturday departures. Must purchase at least 21 days in advance of departure</li>",03 Dec 2014,United / jetBlue
"Air Canada - $575: Los Angeles - Hong Kong. Roundtrip, including all Taxes",575,0,"/Dec 03 2014 - November, 2015",14926,LAX - YVR (Vancouver) - HKG (Hong Kong) - YVR - LAX,"<li>Valid for travel until November, 2015. July for $100 more and August is blackout. Availability in 2014 is limited. Must purchase at least 3 days in advance of departure</li>",03 Dec 2014,Air Canada
"Delta - $690: Philadelphia - Manila, Philippines. Roundtrip, including all Taxes",690,0,"/January 6th, 2015 - March 26th, 2015",17516,Not Found,"<li>Valid for travel on the outbound from January 6th, 2015 - March 26th, 2015 for Sunday through Thursday. Must purchase by December 1st</li>",01 Dec 2014,Delta
"LAN - $299: Miami - Colombia. Roundtrip, including all Taxes",299,0,"/January 17th, 2015 - July 10th, 2015",3026,MIA - BOG (Bogota) - MIA,"<li>Valid for travel on the outbound from January 17th, 2015 - July 10th, 2015. All travel must be completed by July 30th, 2015. Must purchase by December 2nd</li>",01 Dec 2014,LAN
"Copa - $737: Los Angeles - Rio de Janeiro, Brazil. Roundtrip, including all Taxes",737,0,"/Dec 01 2014 - January 31st, 2015",12612,LAX - PTY (Panama City) - GIG (Rio de Janeiro) - PTY - LAX,"<li>Valid for travel until January 31st, 2015. Blackout from mid-December to early January, 2015. Must purchase at least 3 days in advance of departure</li>",01 Dec 2014,Copa
"Delta Cyber Monday International Deals - Example: Los Angeles - Hong Kong. $675. Roundtrip, including all Taxes",675,0,"/January 6th, 2015 - March 26th, 2015",14890,LAX - SEA (Seattle) - HKG (Hong Kong) - SEA - LAX,"<li>Valid for travel on the outbound from January 6th, 2015 - March 26th, 2015. Must purchase by December 1st.</li>",01 Dec 2014,Example: Los Angeles
"LAN - $435 - $500: New York / Miami / Los Angeles - Iguazu Falls, Brazil. Roundtrip, including all Taxes",435,0,"/January 7th, 2015 - July 10th, 2015",14504,JFK - SCL (Santiago de Chile) - GIG (Rio de Janeiro) - IGU (Iguazu Falls) - GRU (Sao Paulo) - SCL - JFK,"<li>Valid for travel from January 7th, 2015 - July 10th, 2015. Must purchase by December 2nd</li>",01 Dec 2014,LAN
"Alaska / United / Virgin America / America - $196: Washington D.C. - Los Angeles (and vice versa). Roundtrip, including all Taxes",196,1,"/January 6th, 2015 - March 11th, 2015",4608,LAX (Los Angeles) - DCA - LAX (Los Angeles)/DCA - LAX (Los Angeles) - DCA,"<li>Valid for travel from January 6th, 2015 - March 11th, 2015 for Tuesday, Wednesday and Saturday departures. Must purchase by December 8th (this is per the fare rule, does not mean there will actually be any seats left at these prices by then)</li>",01 Dec 2014,Alaska / United / Virgin America / America
"Delta - $487: Dallas - Honolulu, Hawaii (and vice versa). Roundtrip, including all Taxe",487,1,"/Dec 02 2014 - October, 2015/May - ",9011,HNL (Honolulu) - ATL (Atlanta) - DFW - LAX (Los Angeles) - HNL (Honolulu)/DFW - ATL (Atlanta) - HNL (Honolulu) - LAX (Los Angeles) - DFW,"<li>Valid for travel on the outbound until October, 2015. Blackout during the holidays and from mid-May - late August. from Must purchase at least 1 days in advance of departure</li>",02 Dec 2014,Delta
"United - $213: Washington D.C. - Burbank, California (and vice versa). Roundtrip, including all Taxes",213,1,"/January 6th, 2015 - March 11th, 2015",5506,BUR (Burbank) - SFO (San Francisco) - IAD - SFO - BUR (Burbank)/IAD - SFO (San Francisco) - BUR (Burbank) - SFO - IAD,"<li>Valid for travel from January 6th, 2015 - March 11th, 2015 for Tuesday, Wednesday and Saturday departures. Must purchase at least 14 days in advance of departure</li>",02 Dec 2014,United
"SAS - $721: San Francisco - Stockholm, Sweden. Roundtrip, including all Taxes",721,0,"/January, 2015 - March 25th, 2015",12582,SFO - EWR (Newark) - ARN (Stockholm) - ORD (Chicago) - SFO,"<li>Valid for travel from January, 2015 - March 25th, 2015 for Sunday through Thursday departures from the United States and Monday through Thursday departures to the United States. Must purchase at least 7 days in advance of departure</li>",02 Dec 2014,SAS
"United - $763: Newark - Hong Kong. Roundtrip, including all Taxes",763,0,"/January, 2015 - March 26th, 2015",16110,EWR - HKG (Hong Kong) - EWR,"<li>Valid for travel on the outbound from January, 2015 - March 26th, 2015 for Monday through Thursday departures. Must purchase December 2nd.</li>",02 Dec 2014,United
"US Airways - $382: Seattle / Portland - Belize City, Belize. Roundtrip, including all Taxes",382,0,"/January, 2015",6422,SEA - DFW (Dallas) - BZE (Belize) - CLT (Charlotte) - SEA,"<li>Valid for travel for travel in January, 2015. Must purchase at least 1 day in advance of departure</li>",02 Dec 2014,US Airways
"United / Lufthansa - $656: Miami / Philadelphia - St. Petersburg, Russia. Roundtrip, including all Taxes",656,0,"/January 6th, 2015 - March 26th, 2015",14972,MIA - IAH (Houston) -MUC (Munich) - LED (St,"<li>Valid for travel on the outbound from January 6th, 2015 - March 26th, 2015. Must purchase by December 2nd.</li>",02 Dec 2014,United / Lufthansa
